	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei
OG0011909	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0011910	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0011911	1	1	2	1	1	0	1	1	1	1	1	1	0
OG0011912	1	1	0	1	1	2	1	1	0	1	0	2	1
OG0011913	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0011914	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0011915	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0011916	2	1	1	1	1	1	1	1	0	1	1	0	1
OG0011917	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0011918	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0011919	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0011920	1	0	1	0	0	0	0	3	3	3	0	0	1
OG0011921	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0011922	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0011923	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011924	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0011925	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0011926	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0011927	1	2	1	1	1	1	1	1	0	1	0	1	1
OG0011928	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0011929	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0011930	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011931	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0011932	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0011933	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011934	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011935	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0011936	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0011937	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0011938	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0011939	1	1	1	0	0	1	1	1	1	1	1	2	1
OG0011940	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011941	2	1	1	1	1	0	1	1	1	0	1	1	1
OG0011942	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0011943	1	1	1	0	0	1	1	1	1	1	1	1	2
OG0011944	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0011945	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0011946	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0011947	1	1	0	1	1	1	1	1	1	1	2	1	0
OG0011948	2	0	1	1	1	1	1	1	1	1	1	1	0
OG0011949	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0011950	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0011951	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0011952	2	1	0	1	1	0	1	0	2	1	1	1	1
OG0011953	2	1	1	1	1	0	1	1	1	1	1	0	1
OG0011954	2	0	1	1	1	1	1	1	0	1	1	1	1
OG0011955	2	1	0	1	1	1	1	1	1	1	0	1	1
OG0011956	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011957	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0011958	1	1	1	0	0	1	2	1	3	1	1	0	0
OG0011959	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011960	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0011961	1	2	1	1	1	1	1	1	1	0	0	1	1
OG0011962	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0011963	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011964	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0011965	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011966	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0011967	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0011968	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011969	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011970	1	2	0	1	1	1	1	1	2	1	1	0	0
OG0011971	2	1	0	1	1	1	1	0	1	1	1	1	1
OG0011972	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0011973	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011974	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0011975	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0011976	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0011977	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0011978	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011979	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0011980	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0011981	2	1	1	1	1	0	1	1	1	1	0	1	1
OG0011982	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0011983	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0011984	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0011985	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0011986	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0011987	2	1	1	1	1	0	1	1	0	1	1	1	1
OG0011988	1	1	1	1	1	1	2	1	1	0	1	0	1
OG0011989	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0011990	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0011991	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011992	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0011993	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0011994	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0011995	1	2	1	1	0	1	1	1	0	1	1	1	1
OG0011996	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0011997	2	1	1	1	0	1	1	1	1	1	1	1	0
OG0011998	1	2	1	1	1	0	0	1	1	1	1	1	1
OG0011999	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012000	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012001	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012002	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012003	1	1	1	1	0	1	2	1	1	1	1	0	1
OG0012004	2	1	0	1	1	0	1	1	1	1	1	1	1
OG0012005	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012006	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012007	1	2	1	1	1	1	1	0	1	1	1	0	1
OG0012008	1	1	0	1	1	2	1	1	1	1	1	1	0
OG0012009	1	1	2	0	1	1	3	1	1	1	0	0	0
OG0012010	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012011	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012012	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012013	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012014	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012015	1	1	1	1	1	0	1	0	2	1	1	1	1
OG0012016	1	0	2	0	1	1	1	1	1	1	1	1	1
OG0012017	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012018	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012019	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0012020	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012021	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012022	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012023	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012024	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012025	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012026	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012027	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012028	2	1	1	1	1	1	1	0	0	1	1	1	1
OG0012029	1	1	0	1	1	1	1	1	2	1	1	0	1
OG0012030	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012031	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012032	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012033	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012034	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012035	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012036	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012037	1	1	2	1	0	1	1	0	1	1	1	1	1
OG0012038	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012039	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012040	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012041	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012042	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012043	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012044	1	0	0	1	1	2	1	1	1	1	1	1	1
OG0012045	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012046	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012047	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0012048	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012049	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012050	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012051	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012052	1	0	0	1	2	0	1	0	2	1	1	2	1
OG0012053	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012054	2	1	1	1	1	0	1	1	1	1	0	1	1
OG0012055	2	1	1	1	0	1	1	1	1	1	0	1	1
OG0012056	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012057	1	1	1	1	1	0	1	1	0	2	1	1	1
OG0012058	2	1	1	1	1	1	1	0	1	1	1	1	0
OG0012059	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012060	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012061	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012062	2	0	1	1	0	1	2	1	1	1	1	0	1
OG0012063	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012064	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012065	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012066	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012067	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012068	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012069	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012070	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012071	2	1	1	1	0	0	1	1	1	1	1	1	1
OG0012072	1	0	1	2	1	0	1	0	2	1	1	1	1
OG0012073	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0012074	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012075	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0012076	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012077	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012078	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012079	2	2	0	1	1	1	1	1	0	1	1	0	1
OG0012080	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012081	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012082	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012083	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0012084	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012085	1	1	1	2	1	1	1	1	0	1	1	0	1
OG0012086	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012087	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012088	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012089	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012090	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012091	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012092	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012093	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012094	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012095	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012096	1	0	1	0	1	1	1	1	1	2	1	1	1
OG0012097	1	1	1	1	1	1	2	1	0	1	0	1	1
OG0012098	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012099	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012100	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012101	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012102	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012103	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012104	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012105	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012106	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012107	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012108	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012109	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0012110	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012111	1	1	0	1	1	1	1	1	0	2	1	1	1
OG0012112	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012113	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012114	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012115	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012116	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012117	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0012118	1	1	2	1	0	1	1	0	1	1	1	1	1
OG0012119	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012120	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012121	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012122	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012123	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012124	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012125	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012126	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012127	2	1	1	1	1	0	0	1	1	1	1	1	1
OG0012128	1	1	1	1	0	0	1	1	1	2	1	1	1
OG0012129	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012130	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012131	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012132	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012133	2	1	1	1	0	1	1	0	1	1	1	1	1
OG0012134	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012135	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012136	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012137	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012138	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012139	2	1	1	1	0	1	1	1	1	0	1	1	1
OG0012140	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012141	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012142	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012143	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012144	2	1	1	1	0	1	1	2	0	1	1	0	1
OG0012145	1	1	0	1	1	1	1	2	1	1	1	1	0
OG0012146	1	1	0	1	0	1	2	1	1	1	1	1	1
OG0012147	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012148	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012149	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012150	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012151	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012152	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012153	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012154	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012155	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012156	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012157	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012158	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012159	2	1	1	1	0	1	1	1	0	1	1	1	1
OG0012160	1	1	2	1	1	0	1	0	1	1	1	1	1
OG0012161	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012162	1	1	0	2	0	1	1	1	1	1	1	1	1
OG0012163	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012164	1	0	5	0	0	0	2	0	1	1	2	0	0
OG0012165	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012166	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012167	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012168	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012169	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012170	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012171	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012172	1	1	0	1	1	2	1	1	1	1	1	0	1
OG0012173	1	1	1	1	3	0	1	1	1	0	1	1	0
OG0012174	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012175	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012176	2	0	1	0	0	2	1	1	1	1	1	1	1
OG0012177	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012178	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012179	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012180	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012181	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012182	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012183	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012184	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0012185	2	1	1	0	0	1	1	1	1	1	1	1	1
OG0012186	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012187	1	1	0	1	1	1	2	1	0	1	1	1	1
OG0012188	1	2	1	1	1	0	1	0	1	1	1	1	1
OG0012189	1	1	1	1	2	0	1	0	1	1	1	1	1
OG0012190	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012191	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012192	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012193	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0012194	2	1	1	1	1	1	1	1	1	0	0	1	1
OG0012195	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012196	1	1	1	1	1	1	1	2	1	1	0	1	0
OG0012197	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012198	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012199	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012200	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012201	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012202	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012203	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012204	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012205	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012206	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012207	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012208	2	1	1	1	1	0	1	1	1	1	1	0	1
OG0012209	2	1	1	1	1	1	1	1	1	0	0	1	1
OG0012210	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012211	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012212	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012213	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012214	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012215	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012216	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012217	2	0	1	1	1	1	1	0	1	1	1	1	1
OG0012218	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012219	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012220	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0012221	1	0	7	0	0	0	0	0	0	0	0	1	3
OG0012222	3	1	1	0	0	1	0	1	1	1	1	1	1
OG0012223	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012224	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012225	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0012226	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012227	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012228	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012229	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0012230	2	1	0	1	0	1	1	1	1	1	1	1	1
OG0012231	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012232	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0012233	2	1	1	1	1	0	1	1	1	1	0	1	1
OG0012234	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012235	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0012236	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012237	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012238	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012239	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012240	1	1	0	0	0	3	1	1	1	1	2	0	1
OG0012241	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012242	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012243	1	1	2	1	1	1	1	1	1	0	1	0	1
OG0012244	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012245	1	1	1	2	1	0	1	0	1	1	1	1	1
OG0012246	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0012247	1	1	1	0	1	1	1	1	1	1	1	1	1
OG0012248	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012249	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012250	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012251	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012252	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012253	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012254	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012255	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012256	2	1	1	2	0	0	1	0	1	1	1	1	1
OG0012257	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012258	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012259	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012260	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012261	1	1	2	1	1	0	1	0	1	1	1	1	1
OG0012262	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012263	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012264	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012265	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012266	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0012267	1	1	0	1	0	2	1	1	1	1	1	1	1
OG0012268	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012269	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012270	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012271	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012272	2	1	1	1	1	1	0	1	1	0	1	1	1
OG0012273	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012274	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012275	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012276	1	1	1	0	0	1	1	1	2	1	1	1	1
OG0012277	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012278	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012279	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012280	1	0	0	0	0	3	0	6	1	0	1	0	0
OG0012281	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012282	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012283	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012284	1	1	1	2	0	1	1	2	1	0	0	1	1
OG0012285	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012286	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012287	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012288	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012289	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012290	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0012291	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012292	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012293	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012294	2	1	1	1	0	0	1	1	1	1	1	1	1
OG0012295	1	1	1	1	1	0	1	0	1	1	2	1	1
OG0012296	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0012297	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012298	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012299	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012300	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012301	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012302	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012303	1	1	1	1	1	0	1	0	2	2	1	0	1
OG0012304	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012305	2	1	0	0	0	1	2	0	1	1	2	2	0
OG0012306	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012307	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012308	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012309	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012310	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012311	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0012312	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012313	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012314	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012315	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0012316	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0012317	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012318	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012319	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012320	1	1	1	1	1	1	1	0	1	1	1	1	1
OG0012321	1	1	1	1	1	1	1	1	1	1	0	1	1
OG0012322	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012323	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012324	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012325	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012326	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012327	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012328	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0012329	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012330	2	1	1	1	1	0	1	0	1	1	1	1	1
OG0012331	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012332	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012333	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012334	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012335	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0012336	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0012337	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0012338	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0012339	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012340	1	2	1	1	1	0	1	0	1	1	1	1	1
OG0012341	2	0	1	1	0	1	0	2	1	1	1	1	1
OG0012342	1	1	1	1	1	1	1	1	0	1	1	1	1
OG0012343	1	1	1	0	1	1	1	1	1	1	1	1	1
