elegans_gene_id,prot_length,file,elegans_gene_id,Your Input,Public Name
K08E7.3,635,604.fa,K08E7.3,K08E7.3,let-99
C33D12.7,170,605.fa,C33D12.7,C33D12.7,ceh-30
F47B10.3,106,606.fa,F47B10.3,F47B10.3,F47B10.3
ZK856.10,56,607.fa,ZK856.10,ZK856.10,rpc-25
C09F12.3,360,608.fa,C09F12.3,C09F12.3,C09F12.3
T14G12.4,263,609.fa,T14G12.4,T14G12.4,fkh-2
Y22D7AR.6,189,60.fa,Y22D7AR.6,Y22D7AR.6,Y22D7AR.6
F01F1.8,280,610.fa,F01F1.8,F01F1.8,cct-6
F32B4.6,192,611.fa,F32B4.6,F32B4.6,abhd-11.1
F56B3.6,106,612.fa,F56B3.6,F56B3.6,F56B3.6
C10B5.3,114,613.fa,C10B5.3,C10B5.3,C10B5.3
W02D7.3,35,614.fa,W02D7.3,W02D7.3,smex-1
F43C9.1,315,615.fa,F43C9.1,F43C9.1,F43C9.1
F09B9.2,568,616.fa,F09B9.2,F09B9.2,unc-115
B0563.6,342,617.fa,B0563.6,B0563.6,B0563.6
C09F12.2,602,618.fa,C09F12.2,C09F12.2,C09F12.2
F39D8.4,368,619.fa,F39D8.4,F39D8.4,nas-13
F47B7.7,334,61.fa,F47B7.7,F47B7.7,marg-1
ZC373.6,209,620.fa,ZC373.6,ZC373.6,dao-4
F09E8.7,371,621.fa,F09E8.7,F09E8.7,lev-1
K03E6.4,159,622.fa,K03E6.4,K03E6.4,mksr-1
Y39B6A.7,36,623.fa,Y39B6A.7,Y39B6A.7,Y39B6A.7
ZC449.4,76,624.fa,ZC449.4,ZC449.4,ZC449.4
Y42H9B.3,197,625.fa,Y42H9B.3,Y42H9B.3,Y42H9B.3
Y32H12A.1,258,626.fa,Y32H12A.1,Y32H12A.1,Y32H12A.1
K08D12.1,239,627.fa,K08D12.1,K08D12.1,pbs-1
F31D4.1,304,628.fa,F31D4.1,F31D4.1,exos-7
F59B2.6,428,629.fa,F59B2.6,F59B2.6,zif-1
F11C7.2,150,62.fa,F11C7.2,F11C7.2,F11C7.2
Y41D4B.13,234,630.fa,Y41D4B.13,Y41D4B.13,ced-2
C26G2.1,1132,631.fa,C26G2.1,C26G2.1,syg-2
C06E1.4,578,632.fa,C06E1.4,C06E1.4,glr-1
F59B10.3,159,633.fa,F59B10.3,F59B10.3,F59B10.3
F35H12.4,165,634.fa,F35H12.4,F35H12.4,pifk-1
ZK632.7,577,635.fa,ZK632.7,ZK632.7,panl-3
C48B4.13,95,636.fa,C48B4.13,C48B4.13,C48B4.13
F23F12.8,707,637.fa,F23F12.8,F23F12.8,chtb-2
F17C11.4,172,638.fa,F17C11.4,F17C11.4,F17C11.4
F18E2.5,182,639.fa,F18E2.5,F18E2.5,gpa-13
Y111B2A.16,218,63.fa,Y111B2A.16,Y111B2A.16,taf-7.2
Y48A6B.3,156,640.fa,Y48A6B.3,Y48A6B.3,Y48A6B.3
C34D1.1,241,641.fa,C34D1.1,C34D1.1,dmd-10
T21B6.2,268,642.fa,T21B6.2,T21B6.2,pho-7
F40F4.7,189,643.fa,F40F4.7,F40F4.7,F40F4.7
R74.2,97,644.fa,R74.2,R74.2,R74.2
F01F1.4,405,645.fa,F01F1.4,F01F1.4,rabn-5
F55A4.1,213,646.fa,F55A4.1,F55A4.1,sec-22
F35B12.10,213,647.fa,F35B12.10,F35B12.10,F35B12.10
F41E6.11,107,648.fa,F41E6.11,F41E6.11,idpc-2
C14A11.7,200,649.fa,C14A11.7,C14A11.7,ssr-2
C16C10.5,265,64.fa,C16C10.5,C16C10.5,rnf-121
F07D3.2,145,650.fa,F07D3.2,F07D3.2,flp-6
T02C5.1,325,651.fa,T02C5.1,T02C5.1,T02C5.1
ZK813.4,138,652.fa,ZK813.4,ZK813.4,ZK813.4
R10H1.5,335,653.fa,R10H1.5,R10H1.5,nas-23
C15C7.5,125,654.fa,C15C7.5,C15C7.5,bbln-1
K11E4.1,224,655.fa,K11E4.1,K11E4.1,K11E4.1
Y62E10A.6,356,656.fa,Y62E10A.6,Y62E10A.6,Y62E10A.6
Y47D3A.11,501,657.fa,Y47D3A.11,Y47D3A.11,wht-8
C54H2.4,85,658.fa,C54H2.4,C54H2.4,C54H2.4
E01G4.3,106,659.fa,E01G4.3,E01G4.3,E01G4.3
H13N06.6,421,65.fa,H13N06.6,H13N06.6,tbh-1
T04F8.2,421,660.fa,T04F8.2,T04F8.2,T04F8.2
T08A9.2,140,661.fa,T08A9.2,T08A9.2,ttr-30
R02D5.1,128,662.fa,R02D5.1,R02D5.1,R02D5.1
C26F1.6,357,663.fa,C26F1.6,C26F1.6,frpr-3
K07E3.4,639,664.fa,K07E3.4,K07E3.4,K07E3.4
Y113G7B.16,295,665.fa,Y113G7B.16,Y113G7B.16,cdkr-3
B0457.6,88,666.fa,B0457.6,B0457.6,B0457.6
F10E9.4,42,667.fa,F10E9.4,F10E9.4,F10E9.4
T04B2.5,471,668.fa,T04B2.5,T04B2.5,ipla-7
C56A3.8,266,669.fa,C56A3.8,C56A3.8,C56A3.8
ZK1053.6,461,66.fa,ZK1053.6,ZK1053.6,ZK1053.6
F21A3.5,181,670.fa,F21A3.5,F21A3.5,prde-1
F54D8.4,171,671.fa,F54D8.4,F54D8.4,cah-1
T05G5.1,331,672.fa,T05G5.1,T05G5.1,T05G5.1
C53C9.3,195,673.fa,C53C9.3,C53C9.3,kvs-1
C41A3.2,477,674.fa,C41A3.2,C41A3.2,C41A3.2
ZC449.3,289,675.fa,ZC449.3,ZC449.3,sek-3
K01A11.1,128,676.fa,K01A11.1,K01A11.1,K01A11.1
ZK563.5,187,677.fa,ZK563.5,ZK563.5,sorf-1
F18G5.6,83,678.fa,F18G5.6,F18G5.6,F18G5.6
Y47D3A.14,0,679.fa,Y47D3A.14,Y47D3A.14,Y47D3A.14
C35D10.10,118,67.fa,C35D10.10,C35D10.10,C35D10.10
Y76A2B.3,327,680.fa,Y76A2B.3,Y76A2B.3,acs-5
K05G3.3,195,681.fa,K05G3.3,K05G3.3,cah-3
T02D1.5,711,682.fa,T02D1.5,T02D1.5,pmp-4
C50B6.9,238,683.fa,C50B6.9,C50B6.9,C50B6.9
F18E2.3,584,684.fa,F18E2.3,F18E2.3,scc-3
M88.4,300,685.fa,M88.4,M88.4,M88.4
F46C8.3,163,686.fa,F46C8.3,F46C8.3,F46C8.3
T20G5.5,1001,687.fa,T20G5.5,T20G5.5,epac-1
T10B10.8,445,688.fa,T10B10.8,T10B10.8,T10B10.8
C28H8.4,213,689.fa,C28H8.4,C28H8.4,erd-2.2
T14F9.4,400,68.fa,T14F9.4,T14F9.4,peb-1
C50C3.8,402,690.fa,C50C3.8,C50C3.8,bath-42
D1014.3,244,691.fa,D1014.3,D1014.3,snap-1
F55D10.1,756,692.fa,F55D10.1,F55D10.1,aman-1
C09E7.2,94,693.fa,C09E7.2,C09E7.2,pqn-10
C56E6.2,223,694.fa,C56E6.2,C56E6.2,C56E6.2
R74.3,174,695.fa,R74.3,R74.3,xbp-1
F48E8.8,165,696.fa,F48E8.8,F48E8.8,F48E8.8
C11H1.7,84,697.fa,C11H1.7,C11H1.7,C11H1.7
Y54H5A.1,378,698.fa,Y54H5A.1,Y54H5A.1,Y54H5A.1
T04C9.6,232,699.fa,T04C9.6,T04C9.6,frm-2
R01B10.4,252,69.fa,R01B10.4,R01B10.4,pgap-3
R11F4.3,266,6.fa,R11F4.3,R11F4.3,not found
K04G7.1,90,700.fa,K04G7.1,K04G7.1,K04G7.1
C56C10.8,93,701.fa,C56C10.8,C56C10.8,icd-1
F13A7.14,128,702.fa,F13A7.14,F13A7.14,F13A7.14
F58A3.5,147,703.fa,F58A3.5,F58A3.5,ttr-31
F52D10.4,225,704.fa,F52D10.4,F52D10.4,F52D10.4
W01A11.4,190,705.fa,W01A11.4,W01A11.4,lec-10
F47G3.1,671,706.fa,F47G3.1,F47G3.1,F47G3.1
C09G1.4,504,707.fa,C09G1.4,C09G1.4,C09G1.4
C44C1.3,191,708.fa,C44C1.3,C44C1.3,ncs-1
F57B10.9,295,709.fa,F57B10.9,F57B10.9,spg-20
F36F2.1,145,70.fa,F36F2.1,F36F2.1,F36F2.1
Y37E11AL.2,110,710.fa,Y37E11AL.2,Y37E11AL.2,Y37E11AL.2
C02B4.2,281,711.fa,C02B4.2,C02B4.2,nhr-17
K02B12.6,133,712.fa,K02B12.6,K02B12.6,K02B12.6
R07E3.7,194,713.fa,R07E3.7,R07E3.7,R07E3.7
ZK1290.10,184,714.fa,ZK1290.10,ZK1290.10,ZK1290.10
F35B12.6,215,715.fa,F35B12.6,F35B12.6,tag-290
ZK673.7,135,716.fa,ZK673.7,ZK673.7,tnc-2
T04G9.7,101,717.fa,T04G9.7,T04G9.7,T04G9.7
ZK525.1,85,718.fa,ZK525.1,ZK525.1,flp-15
F58A4.2,11,719.fa,F58A4.2,F58A4.2,F58A4.2
F29G9.4,256,71.fa,F29G9.4,F29G9.4,fos-1
F58E6.10,193,720.fa,F58E6.10,F58E6.10,unc-42
Y66D12A.21,52,721.fa,Y66D12A.21,Y66D12A.21,Y66D12A.21
C36B1.5,496,722.fa,C36B1.5,C36B1.5,prp-4
Y73B6BL.36,176,723.fa,Y73B6BL.36,Y73B6BL.36,tmed-13
Y77E11A.6,104,724.fa,Y77E11A.6,Y77E11A.6,rpc-11
F40A3.6,257,725.fa,F40A3.6,F40A3.6,F40A3.6
ZC64.3,446,726.fa,ZC64.3,ZC64.3,ceh-18
F31A3.5,623,727.fa,F31A3.5,F31A3.5,F31A3.5
C43G2.1,433,728.fa,C43G2.1,C43G2.1,paqr-1
T01H3.4,110,729.fa,T01H3.4,T01H3.4,perm-1
F45E12.1,243,72.fa,F45E12.1,F45E12.1,cnep-1
F57G12.1,192,730.fa,F57G12.1,F57G12.1,F57G12.1
Y71H2AM.6,211,731.fa,Y71H2AM.6,Y71H2AM.6,Y71H2AM.6
F08F3.3,458,732.fa,F08F3.3,F08F3.3,rhr-1
B0285.3,95,733.fa,B0285.3,B0285.3,B0285.3
C01C10.3,390,734.fa,C01C10.3,C01C10.3,acl-12
R106.2,355,735.fa,R106.2,R106.2,npr-24
C18B12.6,349,736.fa,C18B12.6,C18B12.6,ergi-2
Y53F4B.1,382,737.fa,Y53F4B.1,Y53F4B.1,Y53F4B.1
C36E8.2,162,738.fa,C36E8.2,C36E8.2,glb-11
Y57A10A.27,380,739.fa,Y57A10A.27,Y57A10A.27,Y57A10A.27
C52B9.9,511,73.fa,C52B9.9,C52B9.9,mec-18
T09A5.12,672,740.fa,T09A5.12,T09A5.12,ztf-17
C15B12.5,395,741.fa,C15B12.5,C15B12.5,gar-1
Y48B6A.1,671,742.fa,Y48B6A.1,Y48B6A.1,Y48B6A.1
T07E3.4,383,743.fa,T07E3.4,T07E3.4,T07E3.4
C16B8.4,206,744.fa,C16B8.4,C16B8.4,C16B8.4
F10E9.7,105,745.fa,F10E9.7,F10E9.7,F10E9.7
R12H7.5,52,746.fa,R12H7.5,R12H7.5,skr-20
R13A5.9,80,747.fa,R13A5.9,R13A5.9,mfsd-6
W01B6.1,285,748.fa,W01B6.1,W01B6.1,cwn-2
C40H1.6,162,749.fa,C40H1.6,C40H1.6,ufc-1
Y50D7A.6,539,74.fa,Y50D7A.6,Y50D7A.6,klp-20
F16C3.1,330,750.fa,F16C3.1,F16C3.1,F16C3.1
M03B6.2,566,751.fa,M03B6.2,M03B6.2,mct-3
ZK328.1,1095,752.fa,ZK328.1,ZK328.1,cyk-3
F47G6.3,126,753.fa,F47G6.3,F47G6.3,F47G6.3
Y48E1B.5,312,754.fa,Y48E1B.5,Y48E1B.5,mrpl-37
F40G9.11,200,755.fa,F40G9.11,F40G9.11,mxl-2
F44E2.10,271,756.fa,F44E2.10,F44E2.10,F44E2.10
B0393.6,371,757.fa,B0393.6,B0393.6,gex-5
F18F11.5,99,758.fa,F18F11.5,F18F11.5,drl-1
F22D6.4,138,759.fa,F22D6.4,F22D6.4,nduf-6
Y45F3A.1,290,75.fa,Y45F3A.1,Y45F3A.1,Y45F3A.1
F23F1.2,77,760.fa,F23F1.2,F23F1.2,F23F1.2
C44C1.1,270,761.fa,C44C1.1,C44C1.1,C44C1.1
T23G5.5,499,762.fa,T23G5.5,T23G5.5,dat-1
C28F5.2,209,763.fa,C28F5.2,C28F5.2,glb-9
C09B9.1,176,764.fa,C09B9.1,C09B9.1,C09B9.1
B0524.6,136,765.fa,B0524.6,B0524.6,B0524.6
F22F4.5,166,766.fa,F22F4.5,F22F4.5,F22F4.5
T12B3.3,116,767.fa,T12B3.3,T12B3.3,T12B3.3
B0252.2,319,768.fa,B0252.2,B0252.2,asm-1
Y57G11C.4,159,769.fa,Y57G11C.4,Y57G11C.4,vti-1
W05B2.4,1497,76.fa,W05B2.4,W05B2.4,dhc-4
F09G2.1,697,770.fa,F09G2.1,F09G2.1,F09G2.1
ZK632.13,146,771.fa,ZK632.13,ZK632.13,lin-52
F39D8.3,354,772.fa,F39D8.3,F39D8.3,F39D8.3
W06A7.2,70,773.fa,W06A7.2,W06A7.2,W06A7.2
R07B1.4,210,774.fa,R07B1.4,R07B1.4,gst-36
F46F3.3,124,775.fa,F46F3.3,F46F3.3,F46F3.3
Y69A2AR.18,297,776.fa,Y69A2AR.18,Y69A2AR.18,Y69A2AR.18
ZK899.7,117,777.fa,ZK899.7,ZK899.7,ZK899.7
F53E10.4,82,778.fa,F53E10.4,F53E10.4,irg-3
C01A2.2,210,779.fa,C01A2.2,C01A2.2,C01A2.2
F32D1.11,169,77.fa,F32D1.11,F32D1.11,F32D1.11
Y75B8A.12,318,780.fa,Y75B8A.12,Y75B8A.12,osm-12
C15H9.7,464,781.fa,C15H9.7,C15H9.7,kynu-1
C30H6.9,169,782.fa,C30H6.9,C30H6.9,C30H6.9
C45B2.5,337,783.fa,C45B2.5,C45B2.5,gln-1
K09C8.4,355,784.fa,K09C8.4,K09C8.4,lge-1
F39H2.2,338,785.fa,F39H2.2,F39H2.2,sig-7
F14F11.1,310,786.fa,F14F11.1,F14F11.1,shw-1
C52E4.5,521,787.fa,C52E4.5,C52E4.5,mans-2
C15C7.2,507,788.fa,C15C7.2,C15C7.2,gcc-1
C29F5.7,197,789.fa,C29F5.7,C29F5.7,glb-10
ZC410.2,317,78.fa,ZC410.2,ZC410.2,mppb-1
Y56A3A.6,403,790.fa,Y56A3A.6,Y56A3A.6,Y56A3A.6
K01B6.1,617,791.fa,K01B6.1,K01B6.1,fozi-1
F13B9.6,295,792.fa,F13B9.6,F13B9.6,cutl-29
T06G6.12,69,793.fa,T06G6.12,T06G6.12,T06G6.12
C06G3.9,558,794.fa,C06G3.9,C06G3.9,ufl-1
C18E9.6,301,795.fa,C18E9.6,C18E9.6,tomm-40
C50D2.5,112,796.fa,C50D2.5,C50D2.5,sftb-6
F55E10.6,323,797.fa,F55E10.6,F55E10.6,drd-5
F14E5.2,894,798.fa,F14E5.2,F14E5.2,F14E5.2
C14F11.3,371,799.fa,C14F11.3,C14F11.3,lite-1
F17C8.1,1109,79.fa,F17C8.1,F17C8.1,acy-1
C36B7.5,728,7.fa,C36B7.5,C36B7.5,C36B7.5
F02E8.5,495,800.fa,F02E8.5,F02E8.5,atg-16.1
F49E12.1,549,801.fa,F49E12.1,F49E12.1,skpo-1
Y48C3A.10,191,802.fa,Y48C3A.10,Y48C3A.10,mrpl-20
C26B2.4,240,803.fa,C26B2.4,C26B2.4,nhr-258
F13D11.3,164,804.fa,F13D11.3,F13D11.3,F13D11.3
K01A2.5,183,805.fa,K01A2.5,K01A2.5,K01A2.5
Y53F4B.28,778,806.fa,Y53F4B.28,Y53F4B.28,ptr-20
F31E3.12,69,807.fa,F31E3.12,F31E3.12,F31E3.12
T01B10.4,398,808.fa,T01B10.4,T01B10.4,nhr-14
C41G11.1,313,809.fa,C41G11.1,C41G11.1,C41G11.1
T10H10.3,386,80.fa,T10H10.3,T10H10.3,sav-1
T13C2.4,181,810.fa,T13C2.4,T13C2.4,ssup-72
K02A6.3,213,811.fa,K02A6.3,K02A6.3,K02A6.3
T23G5.2,447,812.fa,T23G5.2,T23G5.2,T23G5.2
F52E1.7,75,813.fa,F52E1.7,F52E1.7,hsp-17
T22D1.9,956,814.fa,T22D1.9,T22D1.9,rpn-1
D1009.3,347,815.fa,D1009.3,D1009.3,ensh-1
F35C11.7,118,816.fa,F35C11.7,F35C11.7,F35C11.7
F08C6.6,354,817.fa,F08C6.6,F08C6.6,apy-1
Y41G9A.5,305,818.fa,Y41G9A.5,Y41G9A.5,Y41G9A.5
T05D4.1,326,819.fa,T05D4.1,T05D4.1,aldo-1
F02E8.3,142,81.fa,F02E8.3,F02E8.3,aps-2
Y49A10A.1,336,820.fa,Y49A10A.1,Y49A10A.1,efhc-1
F09B9.4,141,821.fa,F09B9.4,F09B9.4,F09B9.4
C07A4.3,204,822.fa,C07A4.3,C07A4.3,C07A4.3
F35A5.2,90,823.fa,F35A5.2,F35A5.2,F35A5.2
F09G8.5,234,824.fa,F09G8.5,F09G8.5,F09G8.5
F16F9.5,646,825.fa,F16F9.5,F16F9.5,mec-10
F55C10.5,77,826.fa,F55C10.5,F55C10.5,F55C10.5
F53A2.7,289,827.fa,F53A2.7,F53A2.7,acaa-2
M03E7.5,84,828.fa,M03E7.5,M03E7.5,memb-2
C44B7.1,180,829.fa,C44B7.1,C44B7.1,psmd-9
R03A10.5,298,82.fa,R03A10.5,R03A10.5,R03A10.5
C01G6.8,338,830.fa,C01G6.8,C01G6.8,cam-1
F49E12.9,154,831.fa,F49E12.9,F49E12.9,drd-1
C49A1.10,172,832.fa,C49A1.10,C49A1.10,C49A1.10
F25B5.7,463,833.fa,F25B5.7,F25B5.7,nono-1
F31F6.4,125,834.fa,F31F6.4,F31F6.4,flp-8
F46F6.2,667,835.fa,F46F6.2,F46F6.2,pkn-1
F47F2.3,188,836.fa,F47F2.3,F47F2.3,F47F2.3
F40G9.5,184,837.fa,F40G9.5,F40G9.5,F40G9.5
K04D7.4,915,838.fa,K04D7.4,K04D7.4,ptrg-1
C32E8.6,135,839.fa,C32E8.6,C32E8.6,acs-24
F57B7.4,389,83.fa,F57B7.4,F57B7.4,mig-17
Y47G6A.6,300,840.fa,Y47G6A.6,Y47G6A.6,pcaf-1
B0334.13,53,841.fa,B0334.13,B0334.13,B0334.13
F14D12.2,299,842.fa,F14D12.2,F14D12.2,unc-97
C55C3.3,82,843.fa,C55C3.3,C55C3.3,C55C3.3
F40F8.5,265,844.fa,F40F8.5,F40F8.5,F40F8.5
Y64H9A.2,71,845.fa,Y64H9A.2,Y64H9A.2,Y64H9A.2
F18H3.4,280,846.fa,F18H3.4,F18H3.4,F18H3.4
C06G1.1,213,847.fa,C06G1.1,C06G1.1,C06G1.1
R13A5.10,141,848.fa,R13A5.10,R13A5.10,R13A5.10
K04B12.3,687,849.fa,K04B12.3,K04B12.3,smg-8
F14F9.5,304,84.fa,F14F9.5,F14F9.5,F14F9.5
C18E9.5,260,850.fa,C18E9.5,C18E9.5,C18E9.5
F53H4.5,435,851.fa,F53H4.5,F53H4.5,gmeb-2
Y66D12A.20,116,852.fa,Y66D12A.20,Y66D12A.20,spe-6
C33B4.5,67,853.fa,C33B4.5,C33B4.5,C33B4.5
K09C8.5,1217,854.fa,K09C8.5,K09C8.5,pxn-2
F55F3.2,384,855.fa,F55F3.2,F55F3.2,cest-13
F11D5.3,303,856.fa,F11D5.3,F11D5.3,ddr-2
C06H5.8,209,857.fa,C06H5.8,C06H5.8,C06H5.8
F45E1.4,193,858.fa,F45E1.4,F45E1.4,F45E1.4
Y39A1C.4,569,859.fa,Y39A1C.4,Y39A1C.4,hex-3
C04H5.6,840,85.fa,C04H5.6,C04H5.6,mog-4
C01C4.3,292,860.fa,C01C4.3,C01C4.3,C01C4.3
C43C3.3,436,861.fa,C43C3.3,C43C3.3,dyf-7
F59F4.1,667,862.fa,F59F4.1,F59F4.1,acox-1.6
C05D2.10,480,863.fa,C05D2.10,C05D2.10,wdr-37
F53B1.2,455,864.fa,F53B1.2,F53B1.2,F53B1.2
K07C5.8,658,865.fa,K07C5.8,K07C5.8,cash-1
Y105E8A.13,103,866.fa,Y105E8A.13,Y105E8A.13,Y105E8A.13
T27D1.1,244,867.fa,T27D1.1,T27D1.1,cyn-9
Y66D12A.23,333,868.fa,Y66D12A.23,Y66D12A.23,nars-2
C52B9.3,193,869.fa,C52B9.3,C52B9.3,coel-1
C53B4.2,216,86.fa,C53B4.2,C53B4.2,C53B4.2
K02E10.2,683,870.fa,K02E10.2,K02E10.2,hid-1
C15F1.2,741,871.fa,C15F1.2,C15F1.2,C15F1.2
C18B2.4,257,872.fa,C18B2.4,C18B2.4,C18B2.4
T16G1.8,252,873.fa,T16G1.8,T16G1.8,grl-2
F46E10.9,201,874.fa,F46E10.9,F46E10.9,dpy-11
T01G9.3,467,875.fa,T01G9.3,T01G9.3,dma-1
K08B5.1,117,876.fa,K08B5.1,K08B5.1,K08B5.1
F29G6.2,309,877.fa,F29G6.2,F29G6.2,ccdc-149
ZK938.3,276,878.fa,ZK938.3,ZK938.3,ZK938.3
T28D6.6,103,879.fa,T28D6.6,T28D6.6,T28D6.6
R10F2.1,1751,87.fa,R10F2.1,R10F2.1,cdh-1
T01E8.1,145,880.fa,T01E8.1,T01E8.1,T01E8.1
F38B6.4,838,881.fa,F38B6.4,F38B6.4,F38B6.4
Y73E7A.1,112,882.fa,Y73E7A.1,Y73E7A.1,Y73E7A.1
Y53H1B.2,138,883.fa,Y53H1B.2,Y53H1B.2,Y53H1B.2
W01C9.5,224,884.fa,W01C9.5,W01C9.5,glb-27
F32A6.5,250,885.fa,F32A6.5,F32A6.5,sto-2
F21E9.2,166,886.fa,F21E9.2,F21E9.2,F21E9.2
ZK370.6,89,887.fa,ZK370.6,ZK370.6,ZK370.6
R74.5,193,888.fa,R74.5,R74.5,asd-1
Y97E10AL.2,231,889.fa,Y97E10AL.2,Y97E10AL.2,abhd-12
F48E3.2,424,88.fa,F48E3.2,F48E3.2,F48E3.2
C56G3.1,456,890.fa,C56G3.1,C56G3.1,npr-8
K02E10.1,186,891.fa,K02E10.1,K02E10.1,rabr-1
F56G4.4,120,892.fa,F56G4.4,F56G4.4,wbp-4
R05D3.8,236,893.fa,R05D3.8,R05D3.8,R05D3.8
C03B1.7,548,894.fa,C03B1.7,C03B1.7,C03B1.7
R03E1.1,749,895.fa,R03E1.1,R03E1.1,sym-4
C37A5.9,335,896.fa,C37A5.9,C37A5.9,pry-1
F57B9.10,419,897.fa,F57B9.10,F57B9.10,rpn-6.1
F23C8.5,229,898.fa,F23C8.5,F23C8.5,F23C8.5
D2007.4,165,899.fa,D2007.4,D2007.4,mrpl-18
K08E7.5,321,89.fa,K08E7.5,K08E7.5,K08E7.5
C51E3.5,149,8.fa,C51E3.5,C51E3.5,srsx-30
C37C3.12,79,900.fa,C37C3.12,C37C3.12,C37C3.12
C30C11.4,739,901.fa,C30C11.4,C30C11.4,hsp-110
F13D12.8,117,902.fa,F13D12.8,F13D12.8,F13D12.8
C44B12.1,158,903.fa,C44B12.1,C44B12.1,perm-2
ZK899.1,145,904.fa,ZK899.1,ZK899.1,ZK899.1
F45H10.3,164,905.fa,F45H10.3,F45H10.3,ndua-7
F27C1.7,178,906.fa,F27C1.7,F27C1.7,atp-3
F21H12.6,1290,907.fa,F21H12.6,F21H12.6,tpp-2
F54C9.6,393,908.fa,F54C9.6,F54C9.6,bcs-1
F33A8.4,278,909.fa,F33A8.4,F33A8.4,F33A8.4
F35H10.2,64,90.fa,F35H10.2,F35H10.2,F35H10.2
C06E2.1,217,910.fa,C06E2.1,C06E2.1,C06E2.1
Y105E8A.16,117,911.fa,Y105E8A.16,Y105E8A.16,rps-20
B0303.11,368,912.fa,B0303.11,B0303.11,B0303.11
T04A8.5,227,913.fa,T04A8.5,T04A8.5,ppat-1
C18D11.1,216,914.fa,C18D11.1,C18D11.1,C18D11.1
F09E5.14,74,915.fa,F09E5.14,F09E5.14,F09E5.14
F54D8.2,124,916.fa,F54D8.2,F54D8.2,cox-6A
F53F8.4,225,917.fa,F53F8.4,F53F8.4,F53F8.4
C14C10.4,981,918.fa,C14C10.4,C14C10.4,mma-1
C15B12.7,404,919.fa,C15B12.7,C15B12.7,cdf-1
F26F4.8,271,91.fa,F26F4.8,F26F4.8,F26F4.8
H06A10.1,179,920.fa,H06A10.1,H06A10.1,H06A10.1
C34D4.15,147,921.fa,C34D4.15,C34D4.15,col-113
C08B11.3,997,922.fa,C08B11.3,C08B11.3,swsn-7
R05D7.5,109,923.fa,R05D7.5,R05D7.5,nsph-1.2
C43H6.3,113,924.fa,C43H6.3,C43H6.3,mtpn-1
K11E4.4,354,925.fa,K11E4.4,K11E4.4,pix-1
B0272.3,309,926.fa,B0272.3,B0272.3,B0272.3
F43G9.10,345,927.fa,F43G9.10,F43G9.10,mfap-1
F52E4.1,536,928.fa,F52E4.1,F52E4.1,pccb-1
W06H8.4,89,929.fa,W06H8.4,W06H8.4,W06H8.4
C40C9.2,428,92.fa,C40C9.2,C40C9.2,acr-9
F47B10.5,119,930.fa,F47B10.5,F47B10.5,F47B10.5
F15D3.6,60,931.fa,F15D3.6,F15D3.6,F15D3.6
C49F8.2,559,932.fa,C49F8.2,C49F8.2,gem-1
F11C7.3,422,933.fa,F11C7.3,F11C7.3,vap-1
ZK377.2,845,934.fa,ZK377.2,ZK377.2,sax-3
F59E10.1,376,935.fa,F59E10.1,F59E10.1,orc-2
F53A3.2,316,936.fa,F53A3.2,F53A3.2,polh-1
F35B3.5,1080,937.fa,F35B3.5,F35B3.5,ptrn-1
F41C6.1,608,938.fa,F41C6.1,F41C6.1,unc-6
F59F3.4,187,939.fa,F59F3.4,F59F3.4,del-5
K09E9.1,474,93.fa,K09E9.1,K09E9.1,K09E9.1
F26D11.11,558,940.fa,F26D11.11,F26D11.11,let-413
F10E7.7,121,941.fa,F10E7.7,F10E7.7,rpl-33
T09E8.2,636,942.fa,T09E8.2,T09E8.2,him-17
C13C12.2,383,943.fa,C13C12.2,C13C12.2,dyf-4
F42A9.7,116,944.fa,F42A9.7,F42A9.7,F42A9.7
F13E9.11,378,945.fa,F13E9.11,F13E9.11,F13E9.11
C05E7.1,272,946.fa,C05E7.1,C05E7.1,gmap-2
C09B8.6,158,947.fa,C09B8.6,C09B8.6,hsp-25
Y37D8A.15,102,948.fa,Y37D8A.15,Y37D8A.15,flp-14
F40F9.7,153,949.fa,F40F9.7,F40F9.7,drap-1
K09E2.4,571,94.fa,K09E2.4,K09E2.4,rig-1
F46H5.8,268,950.fa,F46H5.8,F46H5.8,lact-1
F33H1.3,253,951.fa,F33H1.3,F33H1.3,wbp-11
C14A11.5,370,952.fa,C14A11.5,C14A11.5,C14A11.5
M03F4.7,314,953.fa,M03F4.7,M03F4.7,calu-1
K12H4.1,371,954.fa,K12H4.1,K12H4.1,pros-1
M28.5,128,955.fa,M28.5,M28.5,snu-13
Y47D7A.5,182,956.fa,Y47D7A.5,Y47D7A.5,grl-5
T20F7.6,351,957.fa,T20F7.6,T20F7.6,aakg-2
F58A4.8,444,958.fa,F58A4.8,F58A4.8,tbg-1
AC3.5,0,959.fa,AC3.5,AC3.5,AC3.5
Y57A10A.29,118,95.fa,Y57A10A.29,Y57A10A.29,Y57A10A.29
F21H12.1,332,960.fa,F21H12.1,F21H12.1,rbbp-5
F45G2.10,90,961.fa,F45G2.10,F45G2.10,ciao-2B
W02A11.4,409,962.fa,W02A11.4,W02A11.4,uba-2
W06B11.3,189,963.fa,W06B11.3,W06B11.3,dct-11
T01C1.2,370,964.fa,T01C1.2,T01C1.2,mbr-1
C46E1.3,607,965.fa,C46E1.3,C46E1.3,exc-1
