file,brenneri,briggsae,doughertyi,elegans,inopinata,latens,nigoni,remanei,sinica,sp26,sp40,tropicalis,wallacei,kamaaina
513.fa,0,0,2,0,1,0,1,0,1,0,0,1,2,2
649.fa,2,2,0,1,1,0,0,0,2,0,1,0,0,1
702.fa,3,0,0,1,1,0,0,0,3,1,1,0,0,0
880.fa,0,0,0,2,1,0,0,5,0,0,1,0,0,1
1482.fa,2,0,0,2,1,0,0,0,3,2,0,0,0,1
1836.fa,5,0,0,1,1,1,0,0,0,0,0,1,1,1
1955.fa,0,0,2,4,1,0,0,0,0,0,0,0,0,4
2278.fa,0,0,3,1,1,0,0,0,1,0,0,3,1,1
367.fa,0,1,0,4,1,0,0,0,0,0,0,1,0,4
632.fa,1,0,0,4,1,0,0,0,0,0,0,0,3,2
1018.fa,2,0,3,2,1,0,4,0,0,0,0,0,0,0
1302.fa,1,0,2,0,1,0,0,1,0,0,2,0,1,4
2199.fa,0,0,0,1,1,1,0,0,0,0,0,0,1,8
2409.fa,0,0,0,0,1,0,0,0,10,0,0,0,0,1
2521.fa,3,6,1,0,1,0,0,0,0,0,0,0,0,1
476.fa,0,0,0,7,1,0,0,0,2,1,0,0,0,1
1131.fa,0,0,0,0,1,0,0,0,0,1,0,7,0,4
2308.fa,0,0,0,3,1,0,0,0,1,1,0,3,1,3
234.fa,0,4,1,5,1,0,0,0,0,0,0,0,0,2
493.fa,1,0,0,0,1,0,0,9,0,1,0,0,0,1
613.fa,1,0,2,2,1,0,0,0,0,2,0,3,0,2
717.fa,2,0,3,1,1,0,1,0,1,0,0,1,0,3
738.fa,8,0,0,0,1,0,0,0,0,0,0,1,3,0
1862.fa,1,0,0,0,1,0,0,0,1,2,1,0,0,8
1899.fa,0,0,0,4,1,0,0,0,0,2,1,3,0,3
2047.fa,0,0,0,2,1,0,0,0,0,0,2,5,1,3
212.fa,0,0,0,11,1,0,0,0,0,0,0,0,1,1
216.fa,0,0,0,1,1,1,0,2,0,0,5,0,1,3
2356.fa,1,1,0,1,1,0,0,0,0,1,0,2,0,7
258.fa,0,2,1,5,1,0,0,0,0,0,1,1,0,3
2613.fa,0,0,1,6,1,0,0,0,0,0,0,2,1,3
693.fa,0,0,2,4,1,0,0,0,0,1,1,2,0,3
1746.fa,2,0,1,1,1,1,1,0,1,0,0,1,0,6
1806.fa,1,0,2,0,1,0,0,0,1,1,1,2,2,4
252.fa,8,0,0,1,1,0,0,0,0,0,0,0,0,5
443.fa,0,0,0,0,1,0,0,0,0,1,2,0,3,8
529.fa,1,0,1,0,1,4,0,0,0,0,2,0,1,5
765.fa,1,0,0,5,1,0,0,0,0,0,3,2,0,3
816.fa,2,0,1,0,1,0,0,0,1,0,1,1,0,8
1004.fa,2,1,2,1,1,0,0,1,3,0,0,3,0,2
1051.fa,0,1,2,3,1,0,0,0,0,1,2,2,3,1
1371.fa,0,1,2,3,1,0,0,1,0,0,2,0,2,4
1667.fa,1,0,4,0,1,2,0,2,0,0,3,1,0,2
1984.fa,5,1,0,0,1,0,0,0,0,5,0,1,1,2
2214.fa,8,0,0,0,1,0,0,0,0,0,0,0,0,7
2512.fa,0,0,0,1,1,0,0,1,9,0,1,0,0,3
385.fa,1,0,1,7,1,0,0,0,1,0,1,0,2,2
432.fa,0,2,1,1,1,0,1,0,4,1,1,3,0,1
556.fa,0,0,1,2,1,0,3,0,0,1,0,0,3,5
1038.fa,6,0,3,2,1,0,0,0,0,0,1,0,0,4
1341.fa,1,0,4,2,1,0,0,2,1,0,1,0,0,5
1926.fa,3,3,0,2,1,1,0,0,0,0,2,0,0,5
549.fa,1,0,0,4,1,0,0,0,0,0,1,0,0,10
662.fa,3,0,4,2,1,0,0,0,3,0,1,1,0,2
866.fa,1,0,1,2,1,0,9,0,0,1,0,0,0,2
1000.fa,2,1,1,3,1,0,0,0,0,1,0,0,1,8
1003.fa,1,0,1,0,1,2,0,0,3,1,1,5,0,3
147.fa,9,0,2,3,1,0,0,0,1,0,0,0,0,2
1601.fa,1,1,1,4,1,0,0,2,0,0,0,2,0,6
1637.fa,2,0,1,3,1,0,0,0,5,1,2,0,1,2
1745.fa,2,0,9,0,1,4,0,0,0,1,0,0,1,0
1765.fa,9,0,0,0,1,0,0,0,0,0,4,1,2,1
913.fa,0,0,4,2,1,1,0,0,0,1,1,2,2,4
1834.fa,2,1,0,5,1,0,0,0,0,0,5,3,0,2
2138.fa,0,1,1,3,1,1,0,0,0,1,2,0,1,8
2503.fa,0,0,0,1,1,17,0,0,0,0,0,0,0,0
2641.fa,2,2,0,2,1,0,0,0,0,0,3,6,0,3
506.fa,0,0,0,1,1,0,0,0,2,2,2,5,0,6
710.fa,0,0,1,2,1,1,0,0,2,0,12,0,0,0
839.fa,4,0,0,3,1,1,0,0,0,0,0,6,2,2
1344.fa,0,1,1,4,1,0,0,0,0,1,1,4,3,4
1389.fa,5,0,6,3,1,0,0,0,1,0,2,1,0,1
2635.fa,0,0,0,3,1,0,0,0,12,0,1,1,0,2
2761.fa,1,0,1,0,1,0,0,0,12,2,0,0,1,2
173.fa,0,3,1,3,1,1,2,1,2,2,1,1,0,3
2016.fa,1,0,0,5,1,0,0,0,2,0,0,0,0,12
2036.fa,14,0,1,2,1,0,0,0,0,0,1,0,1,1
512.fa,2,3,0,7,1,0,0,0,1,0,0,1,1,5
1750.fa,0,0,2,0,1,0,0,0,0,0,1,0,14,4
317.fa,0,0,0,3,1,0,0,1,16,0,1,0,0,0
400.fa,3,1,0,2,1,0,4,0,0,0,0,8,0,3
1062.fa,9,1,1,1,1,1,0,0,2,0,3,0,1,3
1641.fa,2,1,2,2,1,0,0,0,2,1,1,4,0,7
1729.fa,1,0,5,2,1,2,0,1,1,2,3,1,0,4
2779.fa,0,1,5,2,1,0,1,1,0,0,1,7,1,3
445.fa,0,0,1,2,1,0,0,0,6,6,1,1,0,5
885.fa,0,0,0,0,1,0,0,0,6,0,0,16,0,0
19.fa,0,0,1,1,1,18,0,0,0,2,0,0,0,1
2200.fa,2,2,2,9,1,0,0,0,0,0,1,1,0,6
2598.fa,2,0,1,5,1,0,0,2,3,1,1,1,0,7
265.fa,11,0,3,3,1,0,1,0,2,1,0,0,0,2
384.fa,1,0,1,0,1,0,0,2,0,0,0,18,0,1
2384.fa,0,0,1,2,1,0,0,0,11,2,2,1,1,5
539.fa,0,0,1,14,1,0,0,0,5,0,0,3,0,2
1978.fa,3,0,2,0,1,0,1,1,3,1,2,0,0,13
797.fa,2,2,1,4,1,1,0,0,0,1,0,10,1,4
1516.fa,0,0,0,1,1,0,0,0,24,1,0,0,0,1
1756.fa,1,0,2,7,1,0,0,1,0,1,1,2,1,11
1988.fa,3,2,4,3,1,0,0,0,3,2,5,2,0,3
1770.fa,2,0,0,5,1,7,0,0,0,2,6,2,1,3
2622.fa,4,1,1,5,1,0,0,0,0,0,0,1,0,16
1249.fa,1,0,0,4,1,4,0,4,1,0,4,5,2,4
2209.fa,20,0,0,3,1,0,0,0,1,1,0,0,1,3
389.fa,1,0,2,1,1,5,0,2,0,2,1,2,1,12
558.fa,2,0,0,12,1,0,0,0,0,0,0,1,6,8
2131.fa,0,0,1,5,1,0,0,0,0,0,1,0,0,23
2657.fa,3,1,1,3,1,1,0,1,3,3,0,6,3,5
1498.fa,12,0,0,3,1,0,0,0,0,0,0,11,0,5
1147.fa,0,0,0,5,1,0,0,0,0,0,0,6,3,18
2471.fa,2,0,10,0,1,0,0,0,1,0,3,0,3,13
451.fa,2,0,0,12,1,1,0,1,0,3,0,11,0,2
486.fa,1,0,0,0,1,0,5,0,0,0,0,0,0,26
1211.fa,0,0,0,1,1,29,0,1,0,0,1,0,0,1
1049.fa,0,0,0,0,1,0,0,0,0,0,0,34,0,0
2027.fa,0,0,0,1,1,0,0,0,1,1,1,1,1,28
2108.fa,2,0,1,7,1,0,13,1,1,0,0,4,1,4
2541.fa,6,1,2,7,1,1,0,0,4,1,2,1,1,11
1088.fa,5,1,5,3,1,0,0,0,6,3,4,2,3,8
2137.fa,1,0,3,6,1,0,0,0,2,2,0,0,17,9
1444.fa,0,0,1,0,1,0,0,0,42,0,0,0,0,0
2242.fa,29,0,0,1,1,0,0,0,0,0,1,3,1,8
2501.fa,1,2,0,3,1,2,0,0,0,1,0,28,1,5
1336.fa,3,0,5,1,1,0,0,1,1,4,5,6,7,11
2605.fa,15,0,3,1,1,0,0,0,1,2,2,4,0,16
842.fa,0,0,4,0,1,0,0,32,0,1,0,1,1,6
1036.fa,1,0,0,0,1,0,0,3,0,0,0,1,0,44
562.fa,4,1,0,2,1,0,0,0,0,3,0,0,43,0
207.fa,1,0,0,4,1,0,0,0,1,1,0,0,0,51
2164.fa,16,0,3,5,1,1,0,0,2,2,1,17,3,24
1318.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1469.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1586.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2553.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,0
535.fa,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1013.fa,3,0,0,0,0,0,0,0,0,0,0,0,0,1
1029.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.fa,5,0,3,3,0,1,0,1,0,1,3,0,2,13
1081.fa,25,0,0,0,0,0,0,0,0,0,0,0,0,1
1084.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1105.fa,1,1,1,2,0,0,0,0,1,0,0,3,2,2
1153.fa,0,0,0,12,0,0,0,2,2,0,2,0,24,6
1154.fa,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1163.fa,3,0,1,0,0,0,0,0,0,0,3,0,0,1
1178.fa,0,0,0,0,0,12,0,0,0,0,0,0,0,2
1227.fa,2,0,1,2,0,0,0,0,25,0,4,0,0,5
1246.fa,1,1,0,8,0,0,1,1,1,0,0,5,0,1
1251.fa,4,0,0,10,0,0,0,1,22,2,2,1,0,18
1278.fa,0,0,2,1,0,1,0,0,11,0,1,1,0,5
1284.fa,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1285.fa,1,1,6,2,0,0,0,0,10,0,0,1,1,1
1286.fa,1,0,0,0,0,0,0,0,1,0,0,1,0,2
1300.fa,0,0,0,0,0,0,0,19,0,0,0,0,0,9
1308.fa,0,0,0,4,0,0,0,0,0,0,0,0,1,5
1313.fa,0,0,1,1,0,3,0,0,0,0,1,0,1,6
1319.fa,1,0,1,3,0,0,0,0,3,1,0,0,4,2
1349.fa,0,1,0,0,0,0,0,0,1,0,1,0,1,1
1362.fa,0,0,1,0,0,0,0,2,0,0,4,1,0,1
139.fa,2,0,0,2,0,0,1,0,0,0,2,0,0,3
1391.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441.fa,2,0,0,0,0,0,0,1,0,1,0,0,0,0
1494.fa,0,0,1,1,0,0,0,0,0,1,1,0,0,3
1496.fa,0,0,0,3,0,0,0,0,0,0,0,0,0,1
1499.fa,5,0,0,0,0,0,0,0,0,0,1,1,0,3
1503.fa,0,0,3,2,0,0,0,0,0,0,1,0,0,1
1545.fa,0,1,1,2,0,8,0,0,0,0,0,0,0,6
1552.fa,1,0,0,2,0,0,0,0,1,0,0,0,0,0
1557.fa,0,0,2,1,0,0,0,0,1,0,0,0,0,1
1560.fa,1,0,2,0,0,1,1,0,0,0,4,20,2,12
1582.fa,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1585.fa,1,0,0,1,0,0,0,0,1,7,0,0,2,2
162.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687.fa,0,3,1,2,0,0,0,0,6,0,0,1,2,7
1704.fa,1,0,3,0,0,0,0,0,0,0,3,1,0,14
1719.fa,2,0,0,0,0,0,0,1,0,0,0,0,0,0
1743.fa,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1753.fa,2,0,2,1,0,0,0,0,0,0,0,0,1,3
177.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774.fa,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1790.fa,0,2,1,1,0,0,0,0,1,0,3,2,0,12
1797.fa,0,0,0,1,0,0,1,0,0,0,0,1,0,5
1809.fa,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1821.fa,0,0,0,0,0,4,0,0,0,0,0,1,0,4
1824.fa,1,0,0,1,0,0,0,0,0,0,1,3,0,0
183.fa,2,0,4,0,0,0,0,1,0,0,0,1,0,3
1830.fa,0,0,1,1,0,0,0,1,0,0,0,0,0,4
1832.fa,1,0,0,0,0,0,0,0,0,0,0,0,2,2
1837.fa,2,0,3,1,0,0,0,0,1,4,0,0,0,1
1844.fa,0,44,0,0,0,0,3,0,0,0,1,1,2,2
1845.fa,0,3,2,1,0,0,21,0,2,0,2,2,0,3
1880.fa,0,0,0,2,0,0,1,0,1,6,0,0,0,1
1886.fa,2,0,3,0,0,0,0,0,2,0,2,2,7,2
1938.fa,1,1,3,1,0,0,0,0,0,0,0,3,2,4
1952.fa,1,0,0,3,0,0,0,0,1,1,0,0,0,2
1991.fa,1,0,0,0,0,0,0,0,0,0,1,2,0,0
2024.fa,1,0,5,3,0,0,0,0,0,0,0,0,0,6
2037.fa,11,0,1,1,0,0,0,1,2,0,0,2,0,9
2042.fa,1,0,0,2,0,0,0,1,0,0,0,0,1,5
2056.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2062.fa,33,0,6,0,0,0,0,0,2,1,6,0,1,4
2064.fa,3,3,3,3,0,1,0,2,1,0,3,1,0,9
2065.fa,1,0,0,6,0,0,0,0,2,0,2,0,2,1
2067.fa,0,0,0,0,0,0,0,0,4,0,0,0,0,4
2072.fa,3,0,1,5,0,0,0,0,1,1,0,1,9,5
2107.fa,1,0,0,2,0,0,0,0,0,1,0,0,1,0
2123.fa,0,0,0,1,0,0,0,0,1,0,1,0,0,4
2126.fa,23,0,0,0,0,0,0,0,0,0,0,0,0,1
2134.fa,1,0,0,1,0,0,0,0,12,0,0,1,0,2
2140.fa,0,1,1,2,0,0,0,0,0,0,0,1,0,1
2144.fa,1,0,5,13,0,0,0,0,2,0,0,0,2,0
2173.fa,0,1,2,2,0,0,0,0,2,0,5,10,1,12
2189.fa,0,0,0,0,0,0,0,0,0,0,1,0,0,4
22.fa,2,1,2,6,0,0,0,0,0,0,1,1,1,2
2221.fa,0,0,0,2,0,0,0,0,1,0,0,0,1,6
2227.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.fa,0,0,0,0,0,0,0,0,0,0,0,0,1,5
2265.fa,14,0,0,1,0,0,0,0,4,0,0,0,0,6
2283.fa,1,0,0,0,0,0,0,0,1,3,1,1,0,8
2306.fa,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2322.fa,0,0,0,2,0,0,0,1,0,1,0,2,0,2
2339.fa,0,1,0,1,0,0,0,0,0,0,0,1,0,1
2340.fa,2,0,0,1,0,0,0,0,0,1,0,0,0,13
2366.fa,0,0,1,1,0,0,1,0,0,0,1,1,3,46
2370.fa,0,2,0,0,0,0,0,0,0,0,0,0,0,0
238.fa,0,0,2,2,0,0,0,0,1,0,0,3,0,0
2380.fa,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2389.fa,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2390.fa,0,1,0,1,0,0,0,0,0,0,0,2,0,0
2394.fa,0,1,1,1,0,0,0,10,1,0,0,0,0,3
2433.fa,1,0,2,0,0,0,1,1,1,0,0,1,1,8
2434.fa,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2444.fa,4,0,0,0,0,0,0,0,0,0,0,0,0,3
2513.fa,0,0,2,0,0,0,0,0,0,1,0,0,0,0
2517.fa,2,0,0,0,0,2,0,4,0,1,1,0,0,2
2576.fa,4,0,0,0,0,0,0,1,0,0,0,0,0,1
2599.fa,5,0,0,0,0,0,0,0,0,0,0,0,1,4
2607.fa,0,0,1,3,0,0,0,0,0,0,0,0,1,2
2625.fa,1,0,0,9,0,0,0,0,0,0,0,0,0,3
2658.fa,0,0,0,0,0,0,0,0,0,0,0,7,0,0
266.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2685.fa,6,0,0,1,0,0,0,0,1,0,1,1,2,1
270.fa,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2709.fa,1,0,1,2,0,8,0,1,0,0,0,0,0,2
2711.fa,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2718.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748.fa,0,0,0,0,0,0,0,0,6,0,0,0,0,1
2756.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780.fa,3,0,4,4,0,0,0,0,3,1,2,0,0,9
280.fa,0,0,1,1,0,0,0,0,0,0,1,1,1,4
324.fa,0,0,0,1,0,0,0,0,0,0,1,0,0,2
325.fa,12,0,0,1,0,2,0,0,0,1,0,0,4,2
33.fa,1,0,0,1,0,0,0,0,37,5,0,1,0,4
34.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349.fa,2,0,1,0,0,0,0,0,0,0,0,0,0,2
350.fa,0,0,0,4,0,0,0,0,1,4,0,2,2,1
358.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396.fa,0,0,0,1,0,0,0,0,0,0,0,0,0,0
401.fa,3,0,1,6,0,0,0,0,24,2,0,0,0,0
420.fa,3,0,2,7,0,2,1,0,1,0,3,1,5,8
426.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437.fa,0,0,0,0,0,0,0,0,1,0,0,0,0,3
448.fa,0,0,0,1,0,0,0,0,0,0,0,1,0,2
452.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461.fa,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468.fa,0,0,0,0,0,0,0,0,0,0,1,3,0,2
479.fa,0,0,0,2,0,0,0,3,2,0,0,1,0,2
482.fa,0,0,0,1,0,0,11,0,0,0,0,0,0,1
5.fa,1,1,2,0,0,0,0,0,0,1,0,0,2,1
500.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509.fa,0,0,0,0,0,0,0,1,0,0,0,0,0,1
518.fa,20,0,0,0,0,0,0,0,0,1,0,0,0,1
519.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522.fa,0,0,1,0,0,0,0,0,1,1,4,0,1,5
540.fa,5,0,1,0,0,0,0,0,0,0,0,0,0,2
541.fa,5,0,2,2,0,2,0,4,1,0,0,0,0,5
553.fa,0,0,0,0,0,9,0,0,0,1,2,0,1,2
587.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678.fa,1,0,1,2,0,1,0,0,0,0,0,0,0,2
679.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697.fa,4,0,1,0,0,0,0,0,0,0,0,4,0,2
700.fa,0,0,0,2,0,0,0,0,1,0,1,0,0,2
701.fa,4,0,0,0,0,0,0,0,0,0,0,0,0,18
708.fa,0,0,0,0,0,0,0,0,1,0,0,0,0,4
716.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724.fa,0,0,0,1,0,0,0,1,0,5,0,1,2,1
730.fa,3,0,0,0,0,0,0,0,1,1,1,0,0,4
746.fa,2,0,0,0,0,0,0,0,1,2,0,0,4,4
747.fa,0,0,0,0,0,10,0,0,0,0,0,0,0,2
761.fa,2,2,2,2,0,0,0,0,0,0,1,23,1,6
771.fa,1,0,0,2,0,0,0,0,2,0,0,2,0,3
777.fa,0,0,0,1,0,0,0,0,0,0,0,0,0,1
786.fa,1,2,0,0,0,0,11,0,5,17,0,0,1,2
796.fa,0,0,0,3,0,0,0,0,2,0,0,0,0,1
807.fa,0,0,1,0,0,0,0,0,1,0,0,0,0,1
81.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810.fa,0,0,5,1,0,0,0,0,1,1,0,1,0,1
826.fa,0,0,0,1,0,0,0,0,0,0,0,0,0,4
832.fa,0,0,0,2,0,0,1,0,0,0,1,0,1,4
857.fa,1,0,2,1,0,0,0,0,0,0,0,0,0,3
879.fa,0,0,0,1,0,0,0,0,0,0,0,0,0,2
886.fa,2,0,1,1,0,0,0,0,0,0,1,0,1,7
90.fa,5,0,1,1,0,0,0,0,0,0,0,0,0,2
906.fa,0,0,0,1,0,0,0,0,19,0,0,0,0,5
924.fa,1,0,4,0,0,0,0,0,1,1,0,2,3,0
954.fa,2,2,4,5,0,0,0,1,3,3,2,2,0,12
955.fa,1,10,0,2,0,0,0,0,0,0,0,0,0,0
958.fa,3,0,8,4,0,0,4,0,0,1,0,1,1,0
959.fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992.fa,1,0,2,1,0,0,0,0,1,1,0,1,2,1
996.fa,2,0,1,0,0,0,0,1,1,1,5,2,5,6
